Date Created,Number of Likes,Source of Tweet,Tweets
2020-10-31 23:58:38+00:00,1,Twitter for Android,"@DarthMods @TorontoStar Ok Mr current affairs. How did Wuhan contain the virus?  Is South Korea giving wrong information about the virus? There are ways to pacify the impact.
There was a news about brain ageing after recuperating from coronavirus. By the way, did you catch it?"
2020-10-31 23:58:15+00:00,1,Twitter for iPhone,@Bauer_Chris i heard they released the virus in wuhan to distract people from the truth
2020-10-31 23:57:14+00:00,0,Twitter for iPhone,"@LouEng19 @Ihatetobeapain @TSeeker40 @Anna_Soubry South Korea...50m, double UK’s population density, much closer to Wuhan. 464 deaths. In total!"
2020-10-31 23:57:05+00:00,0,Twitter for iPhone,"How exactly do they do that?
Was it the sending US jobs to China or was it importing people to take US jobs🤔
Obama/Biden had a 7-10% unemployment rate for the majority of their admin. They had to import the Wuhan flu, to stop Trump’s 3.5% unemployment rate &amp; 3% GDP."
2020-10-31 23:56:42+00:00,1,Twitter Web App,"Yepper's That So True!
China Must Be Held Accountable For The WUHAN FLU! As Doctor Fauci Must Explain The Funding Give To The Wuhan Lab's!"
2020-10-31 23:52:12+00:00,0,Twitter Web App,From Wuhan to the White House: A timeline of COVID-19's spread https://t.co/b7zgWmpS6D
2020-10-31 23:51:45+00:00,0,Twitter Web App,Blaming Wuhan The Documentary 武汉 2020 https://t.co/Os8QGnA5oT via @YouTube
2020-10-31 23:51:28+00:00,0,Twitter for iPhone,You’ll never be in the White House. The general population of America absolutely detest you. I’m talking Hillary Clinton level of dislike.
2020-10-31 23:51:07+00:00,11,Twitter Web App,"@DrPieterPeach @RuthQuibell we actually learned from Wuhan, Taiwan, Vietnam, New Zealand, Singapore and South Korea. Europe and the US chose not to. The price they pay is incalculable."
2020-10-31 23:49:08+00:00,5,Twitter for iPad,@HbAlpaca Spitty hang on COVID is having a huge effect on voting and even though we have not had much Covid here the fear is pervasive Changed  the face of Australia it worries me that this is the Wuhan virus they have no need to conquer us they already have fear the motivator.
2020-10-31 23:49:02+00:00,0,Twitter for iPhone,"@BriskeyBaby @realDonaldTrump Fauci gave Wuhan license and 3/4 millions when was ILLEGAL! Truth; The swamp (politicians) don’t care, they’re making so much money, they go to the same parties, clubs, live on same rich places democrats republicans are the same."
2020-10-31 23:47:38+00:00,2,Twitter for Android,@edwardrussell @ImperatorBigG @ThisisDavina Coronaviruses don't do waves. Seriously. There is a reason Wuhan is back open. Immunity is well established. Acute respiratory infection deaths are below 5 year average. Come on man.
2020-10-31 23:47:30+00:00,0,Twitter Web App,A celebration for Wuhan and China.
2020-10-31 23:47:16+00:00,2,Twitter Web App,"2009 H1N1 NO TRAVEL BAN . NO SEQUESTER . NO ICU . 
 TESTED SYMPTOMS ONLY  . H1N1 HIGHER FATALITY RATE . Was Not Assigned To All Other Deficits. WUHAN-19 Is Assigned To All Other Heart Lungs Cancer Mortality Deaths.  @MSNBC @nytimes  @TuckerCarlson"
2020-10-31 23:46:54+00:00,0,Twitter for Android,Imagine this election without covid. I believe that was the point of this. The wuhan beer flu is a media driven tool to elect an unelectable candidate.
2020-10-31 23:45:21+00:00,0,RanzPost,"This Is How Wuhan, China, Is Celebrating Halloween  https://t.co/i1GijVu8fb https://t.co/rbgNi3ji2r"
2020-10-31 23:43:09+00:00,1,Twitter Web App,@Linda36758099 I've been trying to figure if it's two Operations or One. There is a definite difference in the Chinese Operation to the Western. Either way it's a con. Maybe they're in it together.  How did Wuhan recover so easily? The Western Management has been planning this for years.
2020-10-31 23:40:28+00:00,0,Twitter for iPhone,@JoeBiden Obama and you left Wuhan P4 laboratory 3 million dollars on how to manufacture the virus. They made many the ccp virus to attack America.
