Date Created,Number of Likes,Source of Tweet,Tweets
2019-09-30 23:59:00+00:00,2,TweetDeck,"With a place in Shenzhen still to secure, Petra Kvitova aims to bring her Wuhan form to Beijing as she takes on Kristina Mladenovic on Tuesday

Read more &gt; https://t.co/g2mTq1QWGb https://t.co/IuUDQy9H0E"
2019-09-30 22:52:22+00:00,35,Twitter Web App,"For her efforts in reaching the final in Wuhan, Alison Riske has made her way into the Top 30 at the age of 29.

MORE → https://t.co/tlj1QJHew8

#WuhanOpen | @Riske4rewards https://t.co/fmSqlNkRx3"
2019-09-30 22:45:33+00:00,0,Global Analytica,"""Mini Zootopia"", an animal theme park located within Wuhan Haichang Polar Ocean Park in C China's Hubei province opened on Sunday. Visitors can get up close with cute animals such as marmots, fennec foxes, squirrel monkeys and parrots. #animal https://t.co/KbJuNRgYyK"
2019-09-30 22:36:06+00:00,17,SocialFlow,"""Mini Zootopia"", an animal theme park located within Wuhan Haichang Polar Ocean Park in C China's Hubei province opened on Sunday. Visitors can get up close with cute animals such as marmots, fennec foxes, squirrel monkeys and parrots. #animal https://t.co/a5hsTfhsa5"
2019-09-30 22:11:48+00:00,0,"Cheap Bots, Done Quick!","Wuhan Handong is fiercely talented, which is why I want her to Fly High kick me in the face."
2019-09-30 21:13:08+00:00,0,Duukkis,"Wuhan Tianhe International Airport, China - Chillagoe Airport, Australia
WUH-LLG
Weather (Wed): clear-day/25°C"
2019-09-30 20:50:06+00:00,0,Twitter for Android,"@_QUAD devoured that Johnson Family Vacation beat by @tuamie_ 

been a daily feature on my rotation since release. #EmergencyRapsVol5

everyday I be checking my @Spotify for that next Mutant Academy project"
2019-09-30 20:39:26+00:00,0,Twitter Web App,"@poopypants777 @OK_CoachBelieve @BotSentinel *Troll, get it right next time Donny!"
2019-09-30 20:39:20+00:00,0,Twitter for Android,"@thehill Fully funded Scholarship!

Tuition and Accommodation FREE,with monthly stipend.

Schools available: 
Wuhan University
Shanghai ocean university
And so many other schools.

English and Chinese taught

Contact:borajinmu@gmail.com
Wechat ID: borajinmu
WhatsApp Number:+1 213-218-6817"
2019-09-30 20:23:50+00:00,0,Twitter for iPhone,"A pleasure to meet members of the international business community including young entrepreneurs from all across China, including our sister city Wuhan. Together, we are strengthening social, cultural and economic partnerships and creating a prosperous future for all. https://t.co/g792hHNGva"
2019-09-30 20:20:14+00:00,0,Jetpack.com,"News of the WTA 2019 Ranking: Wuhan's Opinion Result, Ranked in the Top 50 https://t.co/Mj1yvaBnQc https://t.co/o9iD9vZIr6"
2019-09-30 20:12:36+00:00,0,Twitter Web App,"@BotSentinel I'm trying to get my account up to ""Alarming 100"".. it's currently at 80... What do I need to do?"
2019-09-30 20:03:04+00:00,0,Twitter Web App,@seaport61 @BotSentinel Care to explain how it's true?
2019-09-30 20:01:10+00:00,0,Twitter Web App,"@DLdodder @kafkaguy @BotSentinel oh block me, block me.. Be a good girl Linda and do as you are told and block me."
2019-09-30 19:58:26+00:00,0,Twitter Web App,@poopypants777 @OK_CoachBelieve @BotSentinel says the NPC... https://t.co/PbUzcI6LsZ
2019-09-30 19:50:37+00:00,4,Twitter Web App,@Simona_Halep @WTAFinals Maybe Wuhan injury &amp; Beijing matches were too close… 🤞it's not as serious of an injury as last year🤞rest &amp; recover as much as you need (hoping you still can play WTA Finals) &amp; sorry you won't be able to win your 20th title on the day (Oct6th)I will start my new decade🙏🤞🤗😘 https://t.co/8zELgv2sFT
2019-09-30 19:13:42+00:00,0,Podcast - Radio Addict,"Wuhan wonderland; Murray makes progress; What is Alexander Zverev doing? #theTennisPodcast 
https://t.co/PQofOOPbSQ via @PodcastAddict https://t.co/HjyuGTfO7a"
2019-09-30 18:48:32+00:00,0,Twitter Web App,"50-year-old woman, who recently flew in Xiamen Airlines from Wuhan to Lanzhou in China, opened the exit door towards since she was feeling suffocated on onboard.

#XiamenAirlines #CheapFlightstoChina #ChinaAviationNews #Exclusive https://t.co/bsFj1KOrbv"
2019-09-30 18:47:52+00:00,4,Twitter Web App,"Bigger Crowds, Sabalenka's 12-0 Record 

Wuhan talking points discussed on the new pod.

How has the event grown? Where has this version of Sabalenka been all year? 

Listen - https://t.co/iq7QteVxcM
Download - https://t.co/Ea6dimj55G
iTunes - https://t.co/gRUKsumfEp https://t.co/pC8kgpc8Nv"
2019-09-30 18:47:02+00:00,0,Twitter for iPhone,"@ElifTurkey 
Even in china we like to eat at turkish restaurants this one is in  #wuhan #china https://t.co/nC7bIxM69C"
2019-09-30 18:41:37+00:00,22,Twitter for iPhone,"Dasha plays her 2nd round at the @ChinaOpen tomorrow against Sabalenka, first up on court 6 (1pm local time).

Tough challenge for Dasha as Sabalenka is in great form, champion in Wuhan last week.

Let’s do this💪🏼
#chinaopen https://t.co/JHHsmQN8cE"
2019-09-30 18:17:59+00:00,3,Twitter Web App,Packed Schedule of Elkeson (Ai Kesen): Sep. 10th vs Maldives (2 goals). Sep. 13th vs Jiangsu Suning. Sep. 18th. vs Kashima Antlers. Sep. 22th vs Wuhan Zall. Oct. 2nd vs Urawa Reds. Oct. 10th vs Guam. Oct. 15th vs Philippines. Oct. 18th vs Shenzhen. 7 matches within 35 days. https://t.co/V9ehUWnyP7
2019-09-30 18:12:43+00:00,0,Twitter Web App,@SabalenkaA HOPE U HAVE RECOVERED FROM UR SUPER WIN IN WUHAN ARYNA.READY TO GIVE IT A GO IN THE CHINA SWING.GO THE BELARUS EXPRESS!!😄😃
2019-09-30 18:00:16+00:00,1,Twitter Web App,What a fantastic season for @Riske4rewards who moves up to WTA 24th after her Wuhan run.
2019-09-30 17:57:00+00:00,1,TweetDeck,"Petra Kvitova played some great tennis in Wuhan last week - can she keep that momentum going as she starts her #ChinaOpen on Tuesday?

Read more &gt; https://t.co/g2mTq28xxJ https://t.co/unuAkGOiFb"
2019-09-30 17:56:16+00:00,0,Twitter Web Client,Halep's decision to play Beijing following Wuhan injury was odd and now faces a fight to be fit for WTA Finals! https://t.co/pbgtclYfKY #SimonaHalep
2019-09-30 17:43:40+00:00,0,Twitter Web App,@TursunovTales U MUST BE HAPPY TO SEE THE BELARUS EXPRESS WINNING IN GREAT STYLE IN WUHAN.MANY THANKS TO U DIMTRY FOR GUIDING ARYNA TO THE TOP!!😃😄
2019-09-30 17:43:13+00:00,41,Twitter Web App,"What a weekend for Wilson athletes in China! 

🏆 - Aryna Sabalenka - WTA Wuhan - Bold Edition Blade
🏆 - Alex De Minaur - ATP Zhuhai - Bold Edition Blade
🏆 - Pablo Carreno Busta - ATP Chengdu - Burn https://t.co/JyHNhxBWp4"
2019-09-30 17:31:06+00:00,16,Twitter Web App,"NEW PODCAST!

Wuhan Wonderland; Murray Makes Progress; Kyrgios' Suspended Sentence; What is Alexander Zverev doing? 

Listen - https://t.co/iq7QteVxcM
Download - https://t.co/Ea6dimj55G
iTunes - https://t.co/gRUKsumfEp

#InternationalPodcastDay"
2019-09-30 17:27:00+00:00,2,TweetDeck,"The year has flown by. Soon it will be Christmas &amp; time to buy presents! Give someone special to you the gift of travel. Return flights from London to: 

Bangkok from £374
Beijing from £338
Guangzhou from £437
Wuhan from £405

https://t.co/0vMpqZiojB 
#FlyChinaSouthern https://t.co/dcPTIPs7ec"
2019-09-30 17:17:30+00:00,0,"Cheap Bots, Done Quick!",Wuhan become one of the top 10 global cities
2019-09-30 16:39:11+00:00,24,Twitter for Android,"Witch location is this based on? Shop in Wuhan, China https://t.co/r1mPtxVGHy"
2019-09-30 16:13:08+00:00,1,Twitter Web App,"Top seed @ashbar96 aims to build on her Wuhan SF run as she looks for her first ever #ChinaOpen singles win vs @PutintsevaYulia on Tuesday

Read more &gt; https://t.co/RbDTQkZTFC https://t.co/7ERdTsy8rk"
2019-09-30 16:01:11+00:00,11,Twitter Web App,Getting ready before tonight's concert in Wuhan earlier this evening 🎺 #lsoontour
2019-09-30 16:00:33+00:00,0,Twitter for Android,Let's go to Wuhan of China https://t.co/KBfFNn3RKe
2019-09-30 15:49:32+00:00,0,Twitter Web App,"@Scottiemikenite How exactly is he a ""Fake President"" please explain."
2019-09-30 15:45:36+00:00,1,Twitter for Android,"Just finished one week of teaching in Wuhan, which is reputed to have the largest number of university students in the world. https://t.co/TRUIqiHKt7"
2019-09-30 15:40:03+00:00,4,Twitter for Android,Backstage warm ups @daveltontrp @londonsymphony #lsoontour Wuhan https://t.co/ADjuEnf9LT
2019-09-30 15:39:10+00:00,2,TweetDeck,.@DKasatkina faces Wuhan champion Aryna Sabalenka in the second round of the China Open! https://t.co/yPHgoQRCjw
2019-09-30 15:38:47+00:00,2,TweetDeck,.@NastiaPav faces Sofia Kenin in a rematch of their Wuhan first-round clash in Beijing this week! https://t.co/jXWSmalkb2
2019-09-30 15:38:02+00:00,4,Twitter for Android,Wuhan are celebrating ten years of their concert hall.  @londonsymphony @SirSimonRattle @EmanuelAx @AskonasHolt https://t.co/AvHaRLJvWn
2019-09-30 15:27:59+00:00,1,Twitter for iPhone,"Wuhan, the capital city of Hubei province, celebrating the 70th anniversary of PRC tonight. https://t.co/YQ07p6pmDz"
2019-09-30 15:17:07+00:00,3,Hootsuite Inc.,"In the Journal of Lipid Research, Liang Chen and colleagues at Wuhan University and the Chinese Academy of Sciences report that several metabolites, including lanosterol, can affect the activity of two cholesterol biosynthesis enzymes.
https://t.co/yQjn2pdQmB"
2019-09-30 15:09:33+00:00,33,Twitter Web App,"""It was a tough one today. I didn't recover well after my first match, so it was very tough for me to play and she played really well,"" Halep said in defeat.

""The injury from Wuhan, it's getting worse, so I have to go home and take an MRI...take a break and do some treatment."" https://t.co/HnT1dlgpmn"
2019-09-30 15:04:03+00:00,0,Twitter for iPhone,@GenieArmy_UK I have a feeling this has a lot to do with Mertens playing doubles from both Wuhan and tomorrow in Beijing 🤔
2019-09-30 14:30:32+00:00,8,Hootsuite Inc.,"A miniature petting zoo opened to the public in Haichang Polar Ocean Park in Wuhan, China’s Hubei province on September 29, 2019.The thousands of small animals at the park include marmots, squirrel monkeys and tortoises that visitors can touch, feed and play with. https://t.co/rZCTCSBIM8"
2019-09-30 14:27:40+00:00,0,Twitter Web Client,"WTA Women's Tennis Prize Money Up for Grabs at the 2019 Wuhan Open
 https://t.co/XT3lsxzOev Aryna Sabalenka Winner See Big $$$$$ Payout #mondaymorning #mondaymotivation"
2019-09-30 13:59:34+00:00,0,Twitter Web Client,WTA Women's Tennis Prize Money Up for Grabs at the 2019 Wuhan Open  https://t.co/FGREqUkAX7 Aryna Sabalenka Winner See her big $$$$$ payday for win #mondaymorning #mondaymotivation
2019-09-30 13:58:18+00:00,3,Twitter Web App,"Aerospace Technology student, Lim Yi Han, is current on overseas immersion programme in Wuhan, China. He’s learning about system dynamics and understanding more about Chinese culture through calligraphy, painting and visits to attractions like the beautiful three gorges dam. https://t.co/Y7kIn5zM7s"
2019-09-30 13:28:10+00:00,0,dlvr.it,"SmartInsider - 1 director sold: A director at Wuhan Raycus Fiber Laser Technologies Co Ltd sold 20,000 shares at 103.980CNY and the significance rating of the trade was 71/100. Is that information sufficient for you to make an investment decision? This… https://t.co/nqUeBKRauO https://t.co/uRe6CRGS2Z"
2019-09-30 13:23:27+00:00,4,Twitter for iPhone,"Welp, a few hours ago half of Wuhan got a text message from the Hubei communist youth league, reminding us to “struggle to reach the people’s dream”."
2019-09-30 13:20:45+00:00,0,Twitter Web Client,"WTA Women's Tennis Prize Money Up for Grabs at the 2019 Wuhan Open
 https://t.co/ikwQAsiHay Aryna Sabalenka Winner Saturday See her Big $$$$$$ Payday for Win #mondaymotivation #mondaymorning"
2019-09-30 12:53:24+00:00,1,Twitter Web App,"Aryna Sabalenka Retains Wuhan Open Title – Mondays with Bob Greene
https://t.co/Y6NqUNq8z0 https://t.co/jV94uUZowG"
2019-09-30 12:50:45+00:00,0,Twitter for Android,"@visit_wuhan FANTASTIC, FABULOUS, BEAUTIFUL PICTURE, THE WONDER WUHAN!!!"
2019-09-30 12:49:10+00:00,0,Twitter for Android,"@visit_wuhan BEAUTIFUL, FANTASTIC AND FABULOUS PICTURE, THE WONDER WUHAN!!!"
2019-09-30 12:48:03+00:00,1,IFTTT,Aryna Sabalenka Retains Wuhan Open Title – Mondays with Bob Greene https://t.co/ojbW6KNO2H #tennis #quevivaeltenis
2019-09-30 12:22:58+00:00,0,Twitter Web App,@NezPapa @MikeWel04634984 @altNOAA @realDonaldTrump oh block me and report me while you are at it.. Be a good little girl and do as you are told.
2019-09-30 12:00:33+00:00,0,Buffer,"Maglev Train to Cut Guangzhou-Wuhan Journey to 2 Hours #Maglev #Mobility #Technology #Innovation

https://t.co/sNTAv6TRyt"
2019-09-30 11:05:25+00:00,0,Twitter Web App,Great tournament at Wuhan.  Good luck in Beijing
2019-09-30 11:03:46+00:00,0,Twitter for Android,"I chose Wuhan University as this month's 5HanPlaces, retweet to join!"
2019-09-30 10:52:26+00:00,2,Twitter for Android,"🏆 Sumit Nagal wins title at ATP Challenger Tournament held in Argentina.
🏆Aryna Sabalenka wins WTA Wuhan Open held in China.
🏆Kallie Puri awarded with ""India's Most Powerful Women in Media""
🌌International Astronomical Union names asteroid after Pandit Jasraj"
2019-09-30 10:42:41+00:00,0,Twitter for Android,@josemorgado They could've had one more match per big court... they got the Wuhan winner to court 6 smh
2019-09-30 10:39:50+00:00,7,Twitter for Android,"Monday morning train delay as usual. This time however, it's not @SW_Help as I'm traveling from Shanghai to Wuhan..."
2019-09-30 09:56:15+00:00,69,Twitter for Android,"""It was a tough one today. I didn't recover well after my first match, so it was very tough for me to play and she played really well. The injury from Wuhan it's getting worse, so I have to go home and take an MRI... take a break and do some treatment"" - Simona Halep https://t.co/FPMARNu8KX"
