Date Created,Number of Likes,Source of Tweet,Tweets
2019-07-31 23:10:43+00:00,0,Jetpack.com,Today Convenient Store introducing its all-new Wuhan Hot Dry Noodles https://t.co/sNAnAPkTX3 https://t.co/0taGurhmG0
2019-07-31 22:46:01+00:00,2,Twitter for iPhone,"Quirky about Mao, but I suspect apocryphal. (On a visit to the anti-nuke bunker near Wuhan years ago, we were shown Mao and Lin Biao’s chambers. The former notably had a ‘western’ toilet while Lin had a squat one.) https://t.co/pEZw6QUSAg"
2019-07-31 22:32:10+00:00,9,Twitter for iPhone,"Amazing day discussing “When East Meets West” cultural approaches to caring for Chinese patients needing palliative care. Fun collaborating with colleagues from CACCC, Wuhan Univ Sch Of Medicine, MJHS, Queens County Medical Society. ⁦@NYPQueens⁩ ⁦@MJHS01⁩ https://t.co/JalhwJ4U0K"
2019-07-31 19:47:23+00:00,0,Buffer,"Post Match xG analysis of the CSL match Wuhan Zall vs Shanghai SIPG
The analysis confirms that the final result is coherent with the performance of both sides.

Facts over guts!
https://t.co/fXGGoSo6Bu 
#AI #xG #football #BigData #Bayes #SQL #R https://t.co/RkNzmZyOsp"
2019-07-31 19:37:56+00:00,8,Twitter Web App,"Visit of China University of Geosciences Wuhan (CUGW) , July 2019 @uwaterloo #envwaterloo https://t.co/2en8BFOX35"
2019-07-31 19:00:15+00:00,4,Twitter for iPad,@visit_wuhan Follow
2019-07-31 17:17:30+00:00,0,Twitter Web App,@C011EENMB so stunning and brave
2019-07-31 16:49:28+00:00,1,Twitter Web App,"@MarianaBoMx plays Hepburn, Wuhan City, China on Saturday 3 August https://t.co/emRUTYKW2O"
2019-07-31 16:31:59+00:00,0,Twitter for Android,"Went to Wuhan for medical examination, the result is good. Also been to Wuhan University, the campus is very big , even been there many many times, still didn't know all the places and buildings. Will fly to Argentina阿根廷🇦🇷🇦🇷🇦🇷this month, cya Wuhan. https://t.co/AXKWkaDetb"
2019-07-31 16:22:40+00:00,9,Twitter Web App,"My China Philatelic Trip(3): Day Two in Wuhan,visiting the exhibition and meeting friends! @The_RPSL @RichardScottMo3 https://t.co/Ip7COMX0g9"
2019-07-31 16:06:50+00:00,0,EurobasketNews,Basketball Champions League - Thaddus McFadden (ex Wuhan) agreed terms with Burgos https://t.co/bMDs7nDiN8
2019-07-31 16:06:41+00:00,1,EurobasketNews,Spain - Thaddus McFadden (ex Wuhan) agreed terms with Burgos https://t.co/C46ONLqxNs
2019-07-31 15:19:02+00:00,105,Buffer,"During the hottest days in a year, what about kicking off rafting in the most refreshing forest with water?  In #Wuhan Mulan Scenic Area, you can try this exciting rafting through the spiral and winding glass pathway.  Lower your body and head to the coolness! #ExploreWuhan https://t.co/EPg4iEWDTY"
2019-07-31 15:17:56+00:00,0,"Cheap Bots, Done Quick!",Wuhan become one of the top 10 global cities
2019-07-31 15:09:27+00:00,38,Twitter for Android,"What have you found?
#AmmoforGN #gunnapatn 
@gunnapatn 
📅20072019 
📍Wuhan https://t.co/YQucUIRhMK"
2019-07-31 14:45:16+00:00,0,twitter-post-footypower,"Shanghai Greenland Shenhua VS Wuhan Zall who do you think will win?
We have free betting tips and predictions for this match on Footy Power - https://t.co/cx3eupIIOr #watch #live #streaming #link #scores #tips #predictions #odds #bettingtips"
2019-07-31 14:35:56+00:00,0,Twitter for Android,"He will also hold talks to prepare the grounds for the 2nd informal summit between Modi &amp; Dictator Xi Jinping in India🇮🇳on October 11.
The 1st informal summit at Wuhan helped reset bilateral ties after 2017 military Stand-off at Doklam,which took relations to a fresh low"
2019-07-31 14:08:14+00:00,0,Twitter for Android,"Long time since I was in Wuhan, how it has changed!"
2019-07-31 13:00:01+00:00,11,Twitter Media Studio,Wuhan Haichang Polar Ocean World welcomes 25 lovely #penguins https://t.co/8fQMuwdnNA
2019-07-31 12:52:47+00:00,1,Twitter for Android,"@washingtonpost inequitable news，the terrotist attack the police cut up their figer,hurt the elder"
2019-07-31 12:45:37+00:00,0,Twitter for Android,@acinom98033377 @joyuwang have u came China？
2019-07-31 11:45:14+00:00,6,Twitter Web App,"My China Philatelic Trip(1): Day one in Wuhan,attending a party organized by China Literiture Philately Society together with Frank,Jon and his wife on 10th June. A very happy and enjoyable evening!(sorry for deleting this twit by mistake tdy,retweet now) https://t.co/fRBQgvsDtO"
2019-07-31 11:40:23+00:00,0,Twitter for iPhone,"Huge stock for handheld inkjet printer on promotion sale!
Welcome contact us today,WhatsApp:008613545142322
Email:info@hrclaser.com
Website:https://t.co/SPwoCn9mQ6 @ Wuhan, China https://t.co/ZEk2nBtEOy"
2019-07-31 11:39:51+00:00,0,Twitter for iPhone,"Huge stock for ink cartridge,different color...red.black,yellow,green,blue....
Cheapest price from factory!
Welcome your request 
WhatsApp:008613545142322
Email:info@hrclaser.com
Website:https://t.co/SPwoCn9mQ6 @ Wuhan, China https://t.co/cyJ4uMYiZR"
2019-07-31 11:26:23+00:00,0,Twitter for Android,@weTEMPTyou please look wuhan in China
2019-07-31 11:04:33+00:00,7,Twitter Web App,"My China Philatelic Trip(2): Day Two in Wuhan, a great Opening Ceremony for 2019 China World Stamp Exhibition on 11th June! A delegation from RPSL attending it! @The_RPSL @APS_stamps https://t.co/pY7QNL5HfX"
2019-07-31 10:25:47+00:00,3,Twitter for Android,"A huge storm is brewing in Wuhan. Some heavy rain would be welcome, glad it's cooling down already."
2019-07-31 09:41:32+00:00,0,Facebook,Wander Like a Local: Wuhan Unveiled https://t.co/yQIPGCuRAO
2019-07-31 09:20:08+00:00,0,dlvr.it,"Attendant-Laundry: Sheraton - Wuhan, Hubei - At Sheraton, we go above and beyond in everything we do. We are inspired by our guests and one another – and are driven to make things better. We love what we do, and we give it all we’ve got – on property and… https://t.co/MKgnUUc7X0"
2019-07-31 09:20:07+00:00,0,dlvr.it,"Primary and middle School Teaching Jobs in Wuhan. Yangtze R: Wuhan, Hubei - Jobs Offered To Apply visit this link: Program Highlights -Excellent salary: 18, 000 - 20, 000 RMB per month plus benefits-Teach on a Monday to Friday schedule with evenings &amp;… https://t.co/bZnEjyGGgH"
2019-07-31 09:20:07+00:00,0,dlvr.it,"Attendant-Laundry 洗衣房员工: Sheraton - Wuhan, Hubei - At Sheraton, we go above and beyond in everything we do. We are inspired by our guests and one another – and are driven to make things better. We love what we do, and we give it all we’ve got – on… https://t.co/xU7CPXsiLt"
2019-07-31 09:00:44+00:00,3,SocialOomph,"Nanjing and Wuhan, both on the Yangtze River, are known for their plum blossom.  https://t.co/9hWXZUU4KU #China #Travel #Yangtze #Cruise https://t.co/W6udJAMfr0"
2019-07-31 08:30:43+00:00,2,Twitter for iPhone,The first：Wuhan Metro https://t.co/i57isjBlKU
2019-07-31 08:26:55+00:00,23,Twitter for iPhone,"Glen Rock Byrd Elementary teachers Keri Holmgren and Michelle Kostka at JFK airport getting ready for their flight to  Wuhan, China where they will teach English to Chinese students and serve as cultural ambassadors for Glen Rock Schools. #rockgrnj https://t.co/L2S1bXZ3HL"
2019-07-31 08:00:01+00:00,0,Today I Learned - Bot,"The ""sponge cities"" in China. The scheme means that Wuhan and other areas in the scheme will have 20% of their urban land include ""sponge features"" (such as rain gardens and wetlands) by 2020 with an aim of retaining 70% of storm and flood water."
2019-07-31 06:24:48+00:00,1,Twitter for iPhone,@RacquetMouth Winning Wuhan and Beijing back-to-back 😂😂
2019-07-31 05:59:38+00:00,0,Twitter Web Client,"Make Cookies Not Just Cookies! - Wuhan Sino Joinsun Technology&amp; Trade Co., Ltd https://t.co/UgExByCLeH"
2019-07-31 04:37:48+00:00,0,Twitter Web App,"Is China trying to finesse Kashmir for Pakistan and itself from a Trump Compliant Modi in keeping with the Wuhan-Panchsheel Spirit of a Nehruvian Modi? @PMOIndia @DrSJaishankar @BJP4India @RSSorg @POTUS @StateDept 
https://t.co/lVauPsQG0M"
2019-07-31 03:48:15+00:00,0,Facebook,"traveling to Shanghai, China from Wuhan Tianhe International Airport https://t.co/CLHO7jjvWS"
2019-07-31 02:37:23+00:00,13,Twitter for Android,"20190720MarkGun FM in Wuhan
@Mmarksiwat 🖤
If you look inside your heart ，You don't have to be afraid of what you are
#หัวใจศิวัช 
#Marksiwat 
#陈瑞书
#ถ้าศิวัชอ่านอยู่อยากให้รู้ว่า 
你真的很棒😘
🗓20190720
📍wuhan https://t.co/h78MAsdYlp"
2019-07-31 01:44:44+00:00,0,Jetpack.com,Simona Halep to return to Wuhan https://t.co/6iZWJqFUCy https://t.co/Y3h7rhW7ww
2019-07-31 01:24:14+00:00,4,Twitter for iPhone,"Yo @DevInTheLab, grew up in the Bay Area, played for @BellBBall, then played for @NavyBasketball. Now I’m active duty living in Washington D.C. and get to play for the All-USA Armed Forces basketball team this year in the 7th Military World Games hosted in Wuhan, China, Oct 14-27"
2019-07-31 00:57:10+00:00,0,Instagram,"Thank you all🎂🎆💝 @ Wuhan, China https://t.co/SZqw4ofgmA"
2019-07-31 00:03:14+00:00,0,Jetpack.com,Simona Halep to return to the Wuhan Open https://t.co/Z4kBorXQzr
2019-07-30 23:38:37+00:00,0,Twitter Web App,"@TheMaShiKai @CPtte @HapaGawd @1984to1776 @liangweihan4 Which area? I was in Wuhan and loved it, except the air."
2019-07-30 23:37:57+00:00,0,Twitter for iPhone,"Morning, Wuhan!
A beautiful day begins hot hot hot！！！

#Mark# Continuous power shortage 4 days https://t.co/K8aNXqy2iP"
2019-07-30 23:28:17+00:00,5,Curious Cat,Next trophy Petra is going to win? — I would say Wuhan! She doesn’t have much points to defend in China. No pressure and she won this event twice in the past 😝 https://t.co/GSF2W0hvbA
2019-07-30 22:57:08+00:00,0,dlvr.it,Stigmabase —  Central China metropolis starts building inter-city subway: The Chinese metropolis of Wuhan on Monday started construction of its first inter-city subway to boost integration in ... View article... https://t.co/ut0qY99BK5
2019-07-30 21:17:32+00:00,0,"Cheap Bots, Done Quick!",Wuhan become one of the top 10 global cities
2019-07-30 19:37:31+00:00,0,Twitter for iPhone,@SamiaFourEyes I think she’s mainly in Shanghai but she was in Wuhan for a bit too. It looks sick
2019-07-30 19:32:40+00:00,2,Twitter for Android,@Simona_Halep Good luck Simona in the Wuhan Open!😃❤💕x🎾👌👌✌🙌
